Postcode,Year,ftft,ftpt,ftaw,ftun,ftnotlf,ftunstated,ptpt,ptaw,ptun,ptnotlf,ptunstated,awaw,awun,awnotlf,awunstated,unun,unnotlf,ununstated,notlfnotlf,notlfunstated,unstatedunstated,ft,pt,aw,un,notlf,unstated
"2258, NSW",2011,107,201,22,15,108,6,13,10,3,26,3,10,4,8,0,0,3,0,13,5,0,57,50,5,12,35,0
"2259, NSW",2011,1048,1678,205,150,1028,90,150,79,34,190,76,63,14,71,14,13,63,9,163,76,11,460,481,75,148,713,25
"2260, NSW",2011,443,850,91,51,388,44,88,28,18,55,44,27,3,22,11,3,22,3,28,33,7,237,163,13,42,132,4
"2261, NSW",2011,745,1470,172,109,789,56,163,71,47,149,74,45,11,58,13,24,65,10,156,59,15,494,565,68,177,759,23
"2262, NSW",2011,311,525,55,38,364,19,64,25,19,71,43,18,3,40,6,6,24,4,91,33,8,177,238,32,81,326,17
"2263, NSW",2011,223,455,59,40,305,10,48,27,16,79,29,16,6,28,3,10,41,3,85,35,10,208,254,32,82,396,16
"2264, NSW",2011,168,340,44,25,149,16,37,20,5,53,22,10,4,17,7,3,9,0,43,18,5,130,118,12,35,149,9
"2265, NSW",2011,95,144,14,11,79,10,24,7,0,26,6,3,0,6,0,3,11,0,27,11,0,33,42,9,9,52,3
"2267, NSW",2011,38,68,5,0,27,3,10,0,0,4,5,7,0,0,3,0,3,0,8,6,0,23,35,3,4,18,0
"2278, NSW",2011,60,104,11,8,45,0,15,3,0,7,3,3,0,4,0,0,0,0,3,3,3,26,22,3,3,29,0
"2280, NSW",2011,525,1006,93,40,398,65,78,52,9,64,56,35,3,35,12,3,21,0,65,30,8,244,236,37,47,265,9
"2281, NSW",2011,183,397,47,27,178,28,41,24,8,46,17,13,0,16,0,5,8,0,43,10,3,94,122,8,17,129,3
"2282, NSW",2011,333,605,50,33,247,39,39,20,4,42,33,11,0,21,6,5,3,0,21,22,3,125,108,20,16,93,3
"2283, NSW",2011,306,607,69,41,347,35,52,31,17,75,43,13,0,39,4,3,20,6,93,34,0,178,205,23,54,328,14
"2284, NSW",2011,170,312,28,15,157,17,25,7,12,30,18,9,0,12,4,0,6,0,29,4,3,103,112,17,29,135,3
"2285, NSW",2011,540,1045,154,68,510,50,73,46,17,82,50,40,3,34,9,4,11,10,79,22,8,255,261,22,50,278,7
"2286, NSW",2011,57,128,10,3,69,6,3,4,3,13,4,4,0,5,0,0,3,0,13,8,0,29,43,6,8,49,4
"2287, NSW",2011,633,1228,136,76,591,54,109,56,17,108,56,37,9,40,8,7,16,3,122,33,14,318,268,30,61,340,11
"2289, NSW",2011,369,777,86,46,307,44,77,36,9,58,50,31,6,20,3,0,4,0,37,22,0,190,166,6,22,116,0
"2290, NSW",2011,577,1172,164,46,499,68,96,44,13,88,56,42,3,38,7,3,28,0,87,31,9,354,268,35,53,297,13
"2291, NSW",2011,275,492,52,18,226,25,51,23,4,35,37,30,0,9,3,0,4,0,11,13,3,89,79,4,16,66,4
"2292, NSW",2011,32,74,8,4,32,3,11,3,3,5,8,3,0,3,0,0,0,0,8,0,3,37,20,0,11,28,0
"2293, NSW",2011,24,48,9,5,26,3,7,3,0,11,3,0,0,7,0,0,3,0,4,0,0,16,22,5,3,18,0
"2294, NSW",2011,23,32,3,6,22,0,3,5,0,4,7,0,0,3,0,0,3,0,6,3,0,22,25,0,0,32,0
"2295, NSW",2011,62,141,20,5,75,7,19,3,0,8,12,7,0,8,0,3,3,0,8,7,0,48,34,3,15,61,4
"2296, NSW",2011,19,16,5,3,18,5,3,0,0,5,0,0,0,5,0,0,3,0,7,0,0,18,24,4,5,24,0
"2297, NSW",2011,15,40,6,0,29,3,10,3,0,3,0,0,0,0,0,0,0,0,3,0,0,11,23,3,0,16,0
"2298, NSW",2011,110,223,27,8,122,12,29,12,5,23,16,13,3,4,3,0,19,3,27,8,0,83,82,8,24,121,4
"2299, NSW",2011,134,281,41,17,165,9,25,15,11,36,17,6,0,17,0,3,8,0,49,17,8,98,99,8,19,140,3
"2300, NSW",2011,112,176,39,12,115,26,23,0,3,21,12,5,0,3,4,0,3,0,11,10,0,76,49,9,8,55,4
"2302, NSW",2011,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,3,9,0
"2303, NSW",2011,123,283,33,19,113,20,31,10,7,17,7,7,0,6,3,0,7,0,19,14,4,87,55,13,14,84,15
"2304, NSW",2011,160,340,57,29,207,9,46,20,11,58,16,12,6,20,8,4,17,0,37,13,0,137,140,22,34,156,7
"2305, NSW",2011,242,507,71,29,184,30,41,21,3,40,35,15,3,6,3,0,0,0,22,16,0,112,99,13,11,66,4
"2306, NSW",2011,7,21,0,3,34,0,4,0,0,16,3,0,0,3,0,0,6,0,33,3,0,31,49,9,15,139,5
"2307, NSW",2011,49,90,18,9,62,3,5,3,3,11,7,4,0,8,0,0,0,0,20,4,0,27,34,0,13,39,3
"2308, NSW",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2311, NSW",2011,11,23,3,4,13,3,3,0,0,0,4,0,0,0,0,0,0,0,3,4,0,7,4,0,0,12,0
"2312, NSW",2011,26,33,3,3,25,4,7,0,0,8,3,0,0,4,0,0,4,0,8,4,0,8,18,3,4,25,0
"2314, NSW",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2315, NSW",2011,178,334,33,22,149,23,42,24,8,41,22,6,3,26,7,3,12,3,20,18,3,88,129,11,37,100,8
"2316, NSW",2011,99,185,23,8,89,20,24,13,8,24,14,5,3,4,3,3,0,0,18,9,0,48,57,8,18,49,0
"2317, NSW",2011,83,141,14,6,75,14,20,11,3,17,9,6,0,3,0,3,0,0,15,4,3,45,57,8,22,62,0
"2318, NSW",2011,275,423,50,42,278,28,33,25,7,30,25,13,0,19,5,0,5,3,28,20,4,106,85,13,23,85,4
"2319, NSW",2011,76,115,11,19,127,10,15,3,7,27,9,5,0,11,0,3,6,0,30,10,3,34,61,7,23,99,8
"2320, NSW",2011,619,1107,120,65,610,52,84,48,15,89,67,30,5,48,5,3,16,7,77,33,6,255,248,21,64,324,12
"2321, NSW",2011,218,432,49,19,242,13,29,18,7,42,14,19,0,17,4,3,3,0,25,18,6,76,85,4,16,76,4
"2322, NSW",2011,335,557,89,39,336,28,42,30,9,53,25,19,0,24,3,10,19,3,60,28,0,133,134,17,29,216,15
"2323, NSW",2011,486,806,94,58,544,44,67,33,9,75,34,17,4,30,9,7,19,3,70,33,5,226,195,19,52,312,17
"2324, NSW",2011,314,556,66,43,370,32,68,25,16,78,31,21,3,30,0,17,36,7,89,34,0,164,187,27,82,388,18
"2325, NSW",2011,339,727,96,40,443,39,57,43,16,103,35,30,3,38,5,9,34,4,118,33,7,214,271,20,89,406,17
"2326, NSW",2011,99,190,20,15,120,4,13,11,4,36,14,7,0,18,3,0,6,4,43,10,3,50,55,10,24,136,5
"2327, NSW",2011,82,181,21,17,141,5,12,10,10,24,4,9,0,14,0,0,10,0,29,6,0,69,77,19,34,141,12
"2328, NSW",2011,49,83,7,5,44,3,6,6,5,4,0,4,0,0,0,0,0,0,4,0,0,17,22,3,9,13,0
"2329, NSW",2011,29,52,10,5,36,3,6,0,0,7,6,3,0,3,0,0,0,0,10,4,4,10,20,0,3,27,0
"2330, NSW",2011,395,709,86,53,558,42,44,33,4,40,48,21,3,57,7,3,10,0,38,32,12,155,139,21,27,168,13
"2333, NSW",2011,244,393,52,30,322,27,20,18,5,36,8,17,3,24,3,7,16,0,36,14,7,110,104,11,30,164,8
"2334, NSW",2011,41,78,8,7,90,4,4,6,3,10,4,3,0,12,0,0,3,0,0,3,0,13,26,3,6,36,0
"2335, NSW",2011,106,219,21,7,168,15,20,9,0,7,13,8,3,11,6,3,0,0,9,8,0,50,36,3,5,45,0
"2336, NSW",2011,42,80,8,3,56,4,3,0,0,4,4,0,0,5,0,0,0,0,3,3,0,20,16,7,3,17,0
"2337, NSW",2011,169,269,25,9,166,28,15,18,3,20,12,11,0,10,0,0,3,3,13,15,3,74,45,7,10,56,3
"2338, NSW",2011,16,47,0,0,28,8,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,10,5,0,15,0
"2339, NSW",2011,16,22,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,3,7,0
"2340, NSW",2011,945,1280,159,76,648,104,104,57,22,109,83,33,10,52,8,15,48,11,116,62,15,432,457,46,133,618,25
"2341, NSW",2011,18,29,3,3,25,0,4,0,0,8,3,3,0,4,0,0,0,0,9,5,0,11,8,3,8,34,0
"2342, NSW",2011,16,23,0,0,9,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
"2343, NSW",2011,81,122,16,5,78,9,9,3,4,10,8,3,0,7,0,0,3,0,17,4,0,30,42,0,12,57,3
"2344, NSW",2011,16,22,0,0,17,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0
"2345, NSW",2011,21,17,3,0,15,3,3,3,0,7,3,0,0,0,0,0,0,0,3,0,0,3,6,0,0,6,0
"2346, NSW",2011,44,65,3,7,26,3,3,7,0,8,4,0,0,5,0,0,5,0,16,0,0,13,25,8,21,57,0
"2347, NSW",2011,24,32,0,0,31,5,4,3,3,4,7,3,0,0,0,0,3,0,4,3,0,13,11,0,0,25,0
"2350, NSW",2011,509,684,73,37,295,55,78,24,14,70,48,9,6,24,7,4,30,7,112,26,9,248,206,22,41,285,12
"2351, NSW",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2352, NSW",2011,52,87,13,12,34,3,15,4,3,9,6,0,0,6,0,0,4,0,3,0,0,14,20,3,7,28,0
"2353, NSW",2011,29,20,3,3,14,3,7,0,0,0,3,0,0,3,0,0,0,0,3,0,0,6,3,0,0,6,0
"2354, NSW",2011,84,107,7,3,62,9,10,6,0,9,6,0,0,3,0,0,4,0,16,4,3,16,19,3,3,36,0
"2355, NSW",2011,17,19,0,3,13,3,8,0,0,3,3,0,0,0,0,0,0,0,5,3,0,3,3,3,0,4,3
"2357, NSW",2011,79,92,9,0,46,7,15,3,0,18,9,0,3,6,4,0,8,0,29,3,3,23,32,3,21,53,0
"2358, NSW",2011,71,121,13,6,54,6,15,10,3,13,6,7,0,0,0,0,0,0,10,3,0,35,30,5,11,39,0
"2359, NSW",2011,7,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,3,0,3,7,0
"2360, NSW",2011,302,342,34,24,201,38,31,14,13,40,26,16,3,18,6,8,20,4,79,20,8,113,119,11,37,202,14
"2361, NSW",2011,13,23,0,0,11,0,0,0,0,3,0,0,0,0,0,0,3,0,13,3,0,3,5,0,4,13,0
"2365, NSW",2011,78,105,7,5,48,8,10,3,0,9,4,4,0,3,0,0,4,0,5,11,0,8,33,3,8,23,0
"2369, NSW",2011,15,12,4,0,20,3,8,0,0,4,3,0,0,0,0,0,4,0,10,0,0,6,12,0,6,26,0
"2370, NSW",2011,122,162,16,5,79,18,25,6,7,32,8,6,0,8,3,0,5,0,23,9,3,61,68,7,24,85,4
"2371, NSW",2011,8,13,0,0,9,0,3,0,0,5,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,8,0
"2372, NSW",2011,67,101,10,8,44,17,16,3,5,14,11,4,0,3,0,0,3,0,26,5,3,28,39,4,13,50,0
"2380, NSW",2011,160,317,30,15,173,15,34,6,10,22,14,7,3,7,0,7,11,0,31,12,9,86,74,14,38,116,10
"2381, NSW",2011,34,48,3,3,30,5,4,0,0,9,3,0,0,0,0,0,4,0,17,0,0,13,9,4,5,19,0
"2382, NSW",2011,20,27,8,0,25,0,0,3,0,6,0,3,0,0,0,0,3,0,3,0,3,14,3,0,5,16,0
"2386, NSW",2011,3,10,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2388, NSW",2011,60,83,9,3,56,4,7,9,0,12,5,6,0,4,0,0,0,0,8,3,3,22,13,0,10,34,3
"2390, NSW",2011,196,248,36,16,122,12,18,9,3,30,15,8,0,11,0,4,8,0,18,12,8,60,53,11,22,86,5
"2395, NSW",2011,11,14,0,3,4,3,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,4,5,0,6,14,0
"2396, NSW",2011,26,17,3,0,14,4,0,0,0,3,0,3,0,0,0,0,3,0,7,4,0,3,8,0,4,19,0
"2397, NSW",2011,7,10,3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2399, NSW",2011,17,34,5,0,19,3,0,6,0,3,0,0,0,3,5,0,0,0,3,0,0,9,0,0,0,7,0
"2400, NSW",2011,230,270,38,12,152,23,13,5,0,14,15,10,0,14,6,5,10,0,26,12,4,75,70,3,20,173,16
"2401, NSW",2011,8,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0
"2402, NSW",2011,41,55,3,0,29,9,4,0,0,10,0,0,0,8,0,3,4,3,10,0,3,14,5,0,7,22,3
"2403, NSW",2011,13,18,3,0,6,0,3,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,3,0,4,0,0
"2404, NSW",2011,31,40,10,0,27,3,0,3,0,7,3,3,0,0,0,0,5,0,13,4,0,4,5,0,4,14,0
"2405, NSW",2011,18,13,6,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0
"2406, NSW",2011,14,14,4,0,21,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,14,0
"2408, NSW",2011,8,14,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0
"2409, NSW",2011,8,26,0,0,15,0,7,0,3,4,0,0,0,3,0,3,4,0,33,0,0,4,10,3,4,35,3
"2410, NSW",2011,3,4,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,4,0
"2415, NSW",2011,8,12,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"2420, NSW",2011,62,117,13,5,65,10,13,3,4,23,13,8,0,4,0,0,0,0,9,3,4,30,33,5,4,41,0
"2421, NSW",2011,35,58,9,0,23,4,5,0,3,12,3,0,0,0,0,0,0,0,8,0,0,9,12,0,0,7,0
"2422, NSW",2011,61,124,13,9,78,6,15,3,5,14,12,4,0,6,0,0,5,0,17,6,3,22,37,5,13,42,4
"2423, NSW",2011,19,70,6,6,41,4,18,9,0,17,3,4,0,6,0,0,4,0,19,6,0,13,36,3,13,43,0
"2424, NSW",2011,3,3,3,3,8,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,10,3
"2425, NSW",2011,20,45,0,3,37,7,0,3,0,7,4,0,0,0,0,0,4,0,8,3,3,8,11,0,3,18,0
"2426, NSW",2011,6,9,3,0,7,0,0,3,0,0,0,3,0,0,0,4,4,0,4,0,0,3,0,0,0,12,0
"2427, NSW",2011,19,31,5,0,9,7,6,3,0,12,3,0,0,0,0,3,3,0,13,0,0,14,15,0,6,32,0
"2428, NSW",2011,205,398,50,26,203,27,84,24,28,74,32,15,4,26,7,12,27,0,71,20,6,116,225,16,72,299,12
"2429, NSW",2011,126,192,22,13,132,12,33,10,8,36,17,9,0,14,0,3,10,0,42,13,0,53,88,7,31,146,0
"2430, NSW",2011,448,696,86,48,361,62,120,44,28,141,55,19,7,57,10,31,60,9,187,41,9,220,311,33,128,518,13
"2431, NSW",2011,52,94,8,3,56,4,18,8,6,17,11,12,0,3,0,0,0,0,25,3,5,32,47,3,11,65,3
"2439, NSW",2011,29,75,3,5,29,5,10,5,4,10,5,3,4,4,0,0,0,3,17,5,0,9,24,3,7,24,0
"2440, NSW",2011,244,415,44,29,219,32,69,20,17,90,29,19,3,14,5,12,42,7,134,38,10,172,199,24,78,496,21
"2441, NSW",2011,109,159,10,8,81,17,32,15,7,27,12,9,0,6,5,5,10,0,34,10,0,34,41,3,16,74,3
"2443, NSW",2011,71,127,7,12,79,5,31,7,3,38,11,11,4,9,0,3,12,3,40,7,3,43,76,3,19,93,0
"2444, NSW",2011,654,1072,114,87,507,97,209,54,37,151,75,38,11,35,8,16,43,4,115,47,8,417,462,41,91,437,11
"2445, NSW",2011,112,208,15,12,90,7,28,11,7,28,18,3,0,4,0,0,10,3,12,10,7,58,67,3,10,50,3
"2446, NSW",2011,251,324,45,18,164,28,57,17,16,47,17,15,0,24,0,0,18,0,53,18,0,97,137,8,40,162,3
"2447, NSW",2011,75,146,14,13,83,11,29,7,3,33,11,3,0,10,0,3,10,0,20,16,3,36,66,4,19,104,0
"2448, NSW",2011,113,132,9,16,79,3,30,11,8,37,8,10,0,13,0,3,15,0,33,8,4,54,80,10,34,156,9
"2449, NSW",2011,19,35,3,6,20,0,11,3,0,14,3,3,0,0,0,4,7,0,21,4,0,16,27,3,14,60,0
"2450, NSW",2011,590,963,114,77,488,57,190,51,38,173,59,28,7,44,11,17,46,10,155,41,12,322,382,34,122,517,20
"2452, NSW",2011,226,383,48,37,206,23,58,23,12,71,30,10,0,22,0,5,16,3,58,16,5,149,186,24,60,240,11
"2453, NSW",2011,32,57,0,5,40,12,13,3,0,16,9,0,0,4,0,0,5,0,14,6,0,12,26,0,7,36,0
"2454, NSW",2011,81,165,12,22,98,21,72,17,13,64,15,4,0,14,5,0,10,9,28,18,0,63,111,13,40,113,0
"2455, NSW",2011,33,50,4,3,38,4,17,3,3,13,3,3,0,0,0,3,0,0,11,0,0,22,33,3,8,48,0
"2456, NSW",2011,192,311,30,29,178,27,86,17,19,62,32,15,5,19,3,12,26,3,68,25,7,116,129,16,49,181,9
"2460, NSW",2011,405,651,56,49,411,44,100,21,25,122,37,30,3,27,6,15,48,4,154,44,10,201,260,23,126,470,21
"2462, NSW",2011,30,50,3,5,23,3,11,6,4,24,7,4,0,3,0,0,3,0,8,3,0,9,25,0,6,41,3
"2463, NSW",2011,90,192,10,10,93,10,44,9,9,38,5,3,0,4,0,3,11,0,21,12,3,36,67,7,14,85,0
"2464, NSW",2011,77,128,4,13,37,5,33,5,3,26,4,3,0,7,0,0,14,3,26,6,0,43,68,6,19,77,0
"2465, NSW",2011,3,12,3,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0
"2466, NSW",2011,10,15,0,0,13,3,10,0,3,5,0,0,0,5,3,0,6,0,9,5,0,6,14,6,7,19,3
"2469, NSW",2011,43,50,7,0,61,5,13,3,5,16,8,7,0,6,0,6,5,0,45,7,0,19,22,4,6,84,0
"2470, NSW",2011,240,320,48,17,243,19,44,15,5,71,11,16,3,25,0,5,28,3,71,25,0,116,108,18,57,253,10
"2471, NSW",2011,33,63,13,3,34,5,7,7,3,19,3,3,0,7,0,0,3,0,16,3,0,10,15,4,12,41,6
"2472, NSW",2011,15,41,8,0,34,4,9,3,3,9,6,0,0,3,0,0,0,0,8,4,0,12,15,0,0,21,3
"2473, NSW",2011,35,37,4,10,39,0,9,4,0,11,6,3,0,3,0,0,0,0,16,7,0,19,29,0,17,41,0
"2474, NSW",2011,127,127,11,12,88,11,25,5,3,39,10,0,0,4,3,3,13,0,29,6,4,31,57,3,32,99,4
"2475, NSW",2011,13,13,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0
"2476, NSW",2011,5,17,0,4,19,3,3,0,0,11,0,0,0,0,0,3,3,0,17,0,0,3,3,0,0,22,3
"2477, NSW",2011,179,345,35,20,165,22,56,7,6,55,23,4,4,14,9,3,14,3,33,8,0,104,126,13,20,99,3
"2478, NSW",2011,410,733,80,46,295,43,133,46,18,97,44,26,4,31,6,7,28,8,83,45,3,241,319,24,59,265,14
"2479, NSW",2011,62,153,12,8,76,8,49,4,11,31,13,8,0,6,0,3,5,0,20,9,3,29,60,6,16,46,0
"2480, NSW",2011,754,1105,124,89,584,79,230,67,44,223,64,32,3,49,6,13,66,12,168,45,13,421,508,44,143,637,17
"2481, NSW",2011,106,199,17,14,117,21,81,22,14,67,10,13,0,5,3,3,3,0,27,24,0,59,148,17,29,103,3
"2482, NSW",2011,49,119,7,12,76,8,44,6,8,58,17,5,0,10,0,0,5,3,30,14,4,51,107,8,28,109,0
"2483, NSW",2011,114,245,20,19,117,15,68,18,17,74,36,11,0,23,7,8,14,3,39,13,3,70,195,17,44,156,5
"2484, NSW",2011,215,423,62,29,290,29,82,23,29,99,30,17,6,24,3,5,37,3,81,26,4,129,195,16,67,269,4
"2485, NSW",2011,89,208,17,25,121,18,47,16,8,30,19,3,3,11,5,9,20,4,32,13,3,97,114,16,36,162,12
"2486, NSW",2011,395,799,75,62,389,36,131,39,31,124,60,33,9,36,13,9,34,3,64,42,11,252,325,40,64,303,18
"2487, NSW",2011,140,334,46,20,131,19,66,17,8,45,28,5,0,9,3,4,11,3,22,17,3,120,108,11,24,115,6
"2488, NSW",2011,45,98,10,9,43,10,29,8,3,16,10,3,0,6,6,0,4,0,14,6,0,30,56,5,7,51,0
"2489, NSW",2011,74,192,15,17,156,10,30,8,6,28,21,6,8,8,0,0,5,3,18,13,3,56,74,4,20,65,0
"2490, NSW",2011,10,20,3,0,14,0,8,0,3,3,4,0,0,0,0,0,0,0,3,0,0,5,7,0,0,4,0
"2500, NSW",2011,431,836,120,62,443,53,93,43,27,108,51,30,3,35,3,12,43,4,209,37,12,290,250,19,73,288,11
"2502, NSW",2011,100,179,25,32,201,15,18,6,19,66,12,12,0,21,0,6,26,0,86,20,5,57,85,7,38,229,21
"2505, NSW",2011,68,106,19,11,73,3,17,5,3,18,8,5,0,9,0,0,3,0,21,6,3,36,39,9,17,84,0
"2506, NSW",2011,85,187,20,15,136,8,21,6,10,33,11,11,3,12,0,4,11,0,51,3,3,52,57,4,29,140,5
"2508, NSW",2011,203,454,55,21,200,27,49,29,7,26,18,10,0,9,6,0,4,3,17,5,0,65,58,8,13,41,0
"2515, NSW",2011,222,445,48,28,200,21,72,23,3,31,25,17,0,13,0,0,3,0,18,22,3,99,78,7,11,48,0
"2516, NSW",2011,130,271,22,18,85,16,25,13,7,13,18,8,0,4,0,0,0,0,13,9,0,46,46,4,10,60,0
"2517, NSW",2011,215,554,61,33,219,28,41,26,4,35,19,23,0,13,3,3,5,4,28,8,3,116,134,9,22,101,0
"2518, NSW",2011,254,584,65,31,292,31,62,36,16,56,12,9,0,27,5,7,24,0,59,13,0,167,189,17,54,269,14
"2519, NSW",2011,268,541,68,31,268,27,61,27,14,59,15,8,4,17,4,3,6,0,62,15,9,121,118,15,31,151,3
"2525, NSW",2011,236,460,49,32,192,20,45,18,5,29,9,13,3,16,4,3,4,3,16,13,4,73,57,9,15,67,0
"2526, NSW",2011,346,648,80,47,337,28,53,35,16,58,24,27,0,28,6,0,12,3,48,24,3,98,125,19,27,157,3
"2527, NSW",2011,439,815,99,64,472,33,79,35,15,73,30,19,7,40,3,8,17,3,53,31,4,190,190,21,57,232,10
"2528, NSW",2011,250,507,63,50,367,30,56,34,10,90,27,24,0,37,6,10,30,3,120,30,6,175,248,27,81,430,24
"2529, NSW",2011,503,885,102,71,481,46,91,46,14,86,37,34,3,33,9,7,18,3,66,35,3,200,212,27,47,188,8
"2530, NSW",2011,541,1040,122,71,592,41,86,43,22,84,48,43,3,56,7,5,32,3,86,41,8,247,254,32,71,366,11
"2533, NSW",2011,288,527,65,21,218,34,59,29,9,37,36,16,3,21,4,4,5,0,31,12,3,135,128,5,16,83,6
"2534, NSW",2011,74,194,23,20,72,9,32,7,3,17,17,4,0,8,4,0,3,0,8,3,0,38,32,0,7,26,0
"2535, NSW",2011,88,174,19,12,109,8,37,4,0,21,14,3,0,3,3,0,3,4,14,8,0,44,42,4,10,44,7
"2536, NSW",2011,181,343,32,22,168,18,65,20,18,92,36,18,0,14,4,11,24,5,65,15,3,104,184,21,52,205,18
"2537, NSW",2011,116,259,17,18,115,24,65,12,13,53,17,8,3,5,4,4,8,0,35,19,4,90,115,15,33,115,4
"2538, NSW",2011,29,47,3,3,32,4,19,4,0,13,7,0,0,0,0,0,0,0,10,3,0,11,19,0,4,20,0
"2539, NSW",2011,165,359,36,12,191,18,93,22,17,76,30,10,3,22,3,12,24,4,67,25,3,116,205,22,44,185,12
"2541, NSW",2011,297,532,73,53,324,35,74,31,25,84,20,22,7,45,4,8,32,4,106,29,10,215,247,33,96,429,12
"2545, NSW",2011,12,22,3,3,16,3,3,0,0,3,3,0,0,0,0,0,0,0,4,4,0,4,8,0,0,13,0
"2546, NSW",2011,74,127,12,13,89,8,39,7,12,47,13,6,0,10,3,4,11,0,24,10,6,38,83,7,16,80,8
"2548, NSW",2011,101,145,13,9,57,8,31,4,3,16,9,3,0,3,0,0,4,0,17,4,0,49,65,7,5,48,3
"2549, NSW",2011,56,110,7,13,50,7,29,9,0,15,5,5,0,5,3,3,3,0,15,3,0,41,42,3,3,22,0
"2550, NSW",2011,231,416,48,25,225,25,93,20,18,84,30,15,0,20,6,4,18,3,78,32,9,107,152,5,25,187,11
"2551, NSW",2011,39,77,6,10,26,6,6,3,0,10,5,4,0,3,0,0,3,0,8,6,0,31,33,6,5,57,9
"2555, NSW",2011,11,7,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,3,0
"2556, NSW",2011,59,69,12,3,58,3,3,5,3,12,0,4,0,3,0,0,0,0,5,3,3,8,14,0,0,17,0
"2557, NSW",2011,88,104,9,8,78,10,21,3,0,15,8,4,3,8,0,0,4,0,20,7,7,9,20,3,6,25,4
"2558, NSW",2011,340,338,43,32,251,20,22,15,6,41,13,17,3,26,5,4,16,0,45,7,9,118,112,13,24,136,7
"2559, NSW",2011,25,20,0,8,49,0,3,0,4,15,4,0,0,10,0,8,15,4,60,3,3,26,29,3,30,259,15
"2560, NSW",2011,1592,1717,237,201,1502,114,174,93,49,276,67,77,14,127,19,31,86,3,357,69,41,767,613,84,240,1168,43
"2563, NSW",2011,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"2564, NSW",2011,251,228,39,46,347,15,34,7,13,82,5,17,0,27,4,3,29,3,95,25,11,124,118,17,44,328,14
"2565, NSW",2011,473,368,49,60,421,36,45,19,16,69,10,15,3,29,5,3,30,3,68,22,8,157,101,30,36,209,7
"2566, NSW",2011,631,580,97,94,628,49,61,35,23,112,24,29,6,51,6,4,34,0,105,34,22,266,168,32,37,312,13
"2567, NSW",2011,1200,1660,214,95,839,86,99,50,19,87,65,42,8,43,14,9,31,3,56,27,8,402,237,37,50,233,9
"2568, NSW",2011,25,37,4,0,18,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0
"2569, NSW",2011,35,50,4,6,26,0,8,4,0,0,3,3,0,0,0,0,0,0,0,4,0,14,14,0,0,10,0
"2570, NSW",2011,766,1171,136,62,548,48,79,38,9,61,40,39,4,38,13,0,10,8,50,18,7,263,172,26,39,175,4
"2571, NSW",2011,284,449,52,11,199,23,32,22,4,27,18,21,0,17,4,0,3,3,16,9,3,85,66,5,17,52,0
"2572, NSW",2011,66,129,15,14,94,4,7,4,6,11,11,7,0,6,0,0,0,0,14,3,6,25,26,3,10,21,0
"2573, NSW",2011,89,125,19,12,89,5,15,7,3,12,11,5,0,9,3,0,7,0,10,6,0,52,48,7,19,63,0
"2574, NSW",2011,122,213,26,14,101,13,20,13,3,16,11,3,0,7,0,0,6,0,13,8,3,29,45,7,6,39,4
